Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
23,Sat,Theft and Related Offences,263400.0,Illegal Use of a Motor Vehicle,Fruitvale.,23,Auckland Region,Auckland.,1/01/2023,263400.0,Auckland Region,Auckland,1,1,-36.91385641,174.6703563
21,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",263400.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Fruitvale.,21,Auckland Region,Auckland.,1/12/2022,263400.0,Auckland Region,Auckland,1,1,-36.91385641,174.6703563
14,Sat,Theft and Related Offences,781500.0,Theft of Motor Vehicle Parts or Contents,Otahuhu West.,14,Auckland Region,Auckland.,1/12/2022,781500.0,Auckland Region,Auckland,1,1,-36.93631598,174.8383866
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",781500.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Otahuhu West.,10,Auckland Region,Auckland.,1/01/2023,781500.0,Auckland Region,Auckland,1,1,-36.93631598,174.8383866
22,Tue,Acts Intended to Cause Injury,760149.0,Serious Assault Not Resulting in Injury,Redoubt South.,22,Auckland Region,Auckland.,1/12/2022,760149.0,Auckland Region,Auckland,2,2,-36.99428752,174.8986749
23,Sat,Theft and Related Offences,760149.0,Illegal Use of a Motor Vehicle,Redoubt South.,23,Auckland Region,Auckland.,1/01/2023,760149.0,Auckland Region,Auckland,1,1,-36.99428752,174.8986749
3,Sat,Theft and Related Offences,464600.0,Illegal Use of a Motor Vehicle,St Johns.,3,Auckland Region,Auckland.,1/01/2023,464600.0,Auckland Region,Auckland,1,1,-36.87543055,174.847501
19,Tue,Acts Intended to Cause Injury,747500.0,Serious Assault Resulting in Injury,Mangere East.,19,Auckland Region,Auckland.,1/01/2023,747500.0,Auckland Region,Auckland,3,3,-36.9622004,174.8324081
12,Sat,Theft and Related Offences,747500.0,"Theft (Except Motor Vehicles), N.E.C.",Mangere East.,12,Auckland Region,Auckland.,1/12/2022,747500.0,Auckland Region,Auckland,1,1,-36.9622004,174.8324081
14,Thu,Theft and Related Offences,747500.0,"Theft (Except Motor Vehicles), N.E.C.",Mangere East.,14,Auckland Region,Auckland.,1/12/2022,747500.0,Auckland Region,Auckland,1,1,-36.9622004,174.8324081
15,Tue,Theft and Related Offences,747500.0,Theft From Retail Premises,Mangere East.,15,Auckland Region,Auckland.,1/12/2022,747500.0,Auckland Region,Auckland,1,1,-36.9622004,174.8324081
18,Wed,Theft and Related Offences,747500.0,Theft From Retail Premises,Mangere East.,18,Auckland Region,Auckland.,1/12/2022,747500.0,Auckland Region,Auckland,1,1,-36.9622004,174.8324081
23,Tue,Acts Intended to Cause Injury,273600.0,Serious Assault Not Resulting in Injury,Glendene South.,23,Auckland Region,Auckland.,1/12/2022,273600.0,Auckland Region,Auckland,1,1,-36.89263978,174.659587
21,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",273600.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Glendene South.,21,Auckland Region,Auckland.,1/01/2023,273600.0,Auckland Region,Auckland,1,1,-36.89263978,174.659587
13,Tue,Acts Intended to Cause Injury,249001.0,Serious Assault Not Resulting in Injury,Durham Green.,13,Auckland Region,Auckland.,1/01/2023,249001.0,Auckland Region,Auckland,1,1,-36.83723192,174.6549926
13,Tue,Acts Intended to Cause Injury,249001.0,Common Assault,Durham Green.,13,Auckland Region,Auckland.,1/01/2023,249001.0,Auckland Region,Auckland,1,1,-36.83723192,174.6549926
12,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",249001.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Durham Green.,12,Auckland Region,Auckland.,1/12/2022,249001.0,Auckland Region,Auckland,1,1,-36.83723192,174.6549926
17,Sat,Theft and Related Offences,711139.0,Theft of Motor Vehicle Parts or Contents,Golfland.,17,Auckland Region,Auckland.,1/12/2022,711139.0,Auckland Region,Auckland,1,1,-36.91658751,174.9061351
7,Sat,Theft and Related Offences,390501.0,Illegal Use of a Motor Vehicle,Point Chevalier East.,7,Auckland Region,Auckland.,1/01/2023,390501.0,Auckland Region,Auckland,1,1,-36.86895852,174.7180572
5,Sun,Theft and Related Offences,390501.0,Illegal Use of a Motor Vehicle,Point Chevalier East.,5,Auckland Region,Auckland.,1/01/2023,390501.0,Auckland Region,Auckland,1,1,-36.86895852,174.7180572
0,Tue,Theft and Related Offences,390501.0,Theft From Retail Premises,Point Chevalier East.,0,Auckland Region,Auckland.,1/12/2022,390501.0,Auckland Region,Auckland,1,1,-36.86895852,174.7180572
8,Sat,Theft and Related Offences,495700.0,Illegal Use of a Motor Vehicle,Abbotts Park.,8,Auckland Region,Auckland.,1/01/2023,495700.0,Auckland Region,Auckland,1,1,-36.88298122,174.8168826
13,Sun,Theft and Related Offences,495700.0,"Theft (Except Motor Vehicles), N.E.C.",Abbotts Park.,13,Auckland Region,Auckland.,1/12/2022,495700.0,Auckland Region,Auckland,1,1,-36.88298122,174.8168826
8,Sat,Theft and Related Offences,470600.0,Illegal Use of a Motor Vehicle,Glen Innes West.,8,Auckland Region,Auckland.,1/01/2023,470600.0,Auckland Region,Auckland,1,1,-36.87055041,174.8578244
18,Tue,Acts Intended to Cause Injury,342600.0,Serious Assault Resulting in Injury,Beachhaven North.,18,Auckland Region,Auckland.,1/01/2023,342600.0,Auckland Region,Auckland,1,1,-36.79399139,174.6868202
1,Sat,Theft and Related Offences,342600.0,"Theft (Except Motor Vehicles), N.E.C.",Beachhaven North.,1,Auckland Region,Auckland.,1/01/2023,342600.0,Auckland Region,Auckland,1,1,-36.79399139,174.6868202
17,Sat,Theft and Related Offences,629100.0,Theft of Motor Vehicle Parts or Contents,Panmure Basin.,17,Auckland Region,Auckland.,1/12/2022,629100.0,Auckland Region,Auckland,1,1,-36.90517969,174.8444596
8,Sat,Theft and Related Offences,460500.0,Illegal Use of a Motor Vehicle,Meadowbank North.,8,Auckland Region,Auckland.,1/01/2023,460500.0,Auckland Region,Auckland,1,1,-36.86728739,174.8251579
15,Tue,Acts Intended to Cause Injury,342801.0,Common Assault,Beachhaven North.,15,Auckland Region,Auckland.,1/12/2022,342801.0,Auckland Region,Auckland,1,1,-36.79104489,174.6915249
9,Sat,Theft and Related Offences,374600.0,Illegal Use of a Motor Vehicle,New Windsor.,9,Auckland Region,Auckland.,1/01/2023,374600.0,Auckland Region,Auckland,1,1,-36.91259218,174.7147806
18,Tue,Acts Intended to Cause Injury,225804.0,Common Assault,Royal Heights.,18,Auckland Region,Auckland.,1/12/2022,225804.0,Auckland Region,Auckland,1,1,-36.83921987,174.6218388
18,Tue,Acts Intended to Cause Injury,225804.0,Serious Assault Not Resulting in Injury,Royal Heights.,18,Auckland Region,Auckland.,1/12/2022,225804.0,Auckland Region,Auckland,1,1,-36.83921987,174.6218388
20,Wed,Acts Intended to Cause Injury,225804.0,Serious Assault Resulting in Injury,Royal Heights.,20,Auckland Region,Auckland.,1/12/2022,225804.0,Auckland Region,Auckland,1,1,-36.83921987,174.6218388
1,Sat,Theft and Related Offences,594704.0,Theft of Motor Vehicle Parts or Contents,Onehunga North West.,1,Auckland Region,Auckland.,1/12/2022,594704.0,Auckland Region,Auckland,1,1,-36.91020203,174.7791954
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",594704.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Onehunga North West.,12,Auckland Region,Auckland.,1/12/2022,594704.0,Auckland Region,Auckland,1,1,-36.91020203,174.7791954
19,Sat,Theft and Related Offences,529700.0,Theft of Motor Vehicle Parts or Contents,Kingsland.,19,Auckland Region,Auckland.,1/12/2022,529700.0,Auckland Region,Auckland,1,1,-36.86984821,174.7459755
0,Tue,Theft and Related Offences,529700.0,Theft of Motor Vehicle Parts or Contents,Kingsland.,0,Auckland Region,Auckland.,1/01/2023,529700.0,Auckland Region,Auckland,1,1,-36.86984821,174.7459755
18,Sun,Theft and Related Offences,275200.0,Theft From Retail Premises,Glendene North.,18,Auckland Region,Auckland.,1/12/2022,275200.0,Auckland Region,Auckland,1,1,-36.88929899,174.6511074
12,Sat,Theft and Related Offences,483400.0,Theft of Motor Vehicle Parts or Contents,Waitaramoa.,12,Auckland Region,Auckland.,1/12/2022,483400.0,Auckland Region,Auckland,1,1,-36.87107574,174.7983993
14,Sat,Theft and Related Offences,282605.0,Theft of Motor Vehicle Parts or Contents,Tangutu.,14,Auckland Region,Auckland.,1/12/2022,282605.0,Auckland Region,Auckland,1,1,-36.90987643,174.6386709
14,Sun,Theft and Related Offences,354100.0,Theft From Retail Premises,Kauri Park.,14,Auckland Region,Auckland.,1/01/2023,354100.0,Auckland Region,Auckland,1,1,-36.80293781,174.7224704
15,Fri,Theft and Related Offences,354100.0,Theft From Retail Premises,Kauri Park.,15,Auckland Region,Auckland.,1/12/2022,354100.0,Auckland Region,Auckland,1,1,-36.80293781,174.7224704
11,Fri,Theft and Related Offences,354100.0,Theft From Retail Premises,Kauri Park.,11,Auckland Region,Auckland.,1/01/2023,354100.0,Auckland Region,Auckland,1,1,-36.80293781,174.7224704
14,Sat,Theft and Related Offences,354100.0,Theft From Retail Premises,Kauri Park.,14,Auckland Region,Auckland.,1/01/2023,354100.0,Auckland Region,Auckland,1,1,-36.80293781,174.7224704
15,Tue,Acts Intended to Cause Injury,258200.0,Common Assault,Mcleod.,15,Auckland Region,Auckland.,1/01/2023,258200.0,Auckland Region,Auckland,1,1,-36.87455214,174.6485796
15,Tue,Acts Intended to Cause Injury,304100.0,Common Assault,Westlake.,15,Auckland Region,Auckland.,1/01/2023,304100.0,Auckland Region,Auckland,1,1,-36.79315772,174.76424
11,Tue,Theft and Related Offences,304100.0,"Theft (Except Motor Vehicles), N.E.C.",Westlake.,11,Auckland Region,Auckland.,1/01/2023,304100.0,Auckland Region,Auckland,1,1,-36.79315772,174.76424
12,Sun,Theft and Related Offences,304100.0,Theft of Motor Vehicle Parts or Contents,Westlake.,12,Auckland Region,Auckland.,1/12/2022,304100.0,Auckland Region,Auckland,1,1,-36.79315772,174.76424
15,Sat,Theft and Related Offences,658201.0,Theft of Motor Vehicle Parts or Contents,Papatoetoe West.,15,Auckland Region,Auckland.,1/12/2022,658201.0,Auckland Region,Auckland,1,1,-36.98422212,174.8447965
15,Sat,Theft and Related Offences,454800.0,Theft of Motor Vehicle Parts or Contents,Parnell West.,15,Auckland Region,Auckland.,1/12/2022,454800.0,Auckland Region,Auckland,1,1,-36.84896138,174.7878065
15,Tue,Theft and Related Offences,454800.0,Theft of Motor Vehicle Parts or Contents,Parnell West.,15,Auckland Region,Auckland.,1/01/2023,454800.0,Auckland Region,Auckland,2,2,-36.84896138,174.7878065
15,Wed,Theft and Related Offences,454800.0,Theft of Motor Vehicle Parts or Contents,Parnell West.,15,Auckland Region,Auckland.,1/12/2022,454800.0,Auckland Region,Auckland,1,1,-36.84896138,174.7878065
15,Sat,Theft and Related Offences,773902.0,Theft of Motor Vehicle Parts or Contents,Weymouth West.,15,Auckland Region,Auckland.,1/12/2022,773902.0,Auckland Region,Auckland,1,1,-37.04547775,174.8623982
10,Tue,Acts Intended to Cause Injury,180210.0,Serious Assault Not Resulting in Injury,North Harbour East.,10,Auckland Region,Auckland.,1/01/2023,180210.0,Auckland Region,Auckland,1,1,-36.73985063,174.7012082
10,Sat,Theft and Related Offences,527100.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Albert Central.,10,Auckland Region,Auckland.,1/12/2022,527100.0,Auckland Region,Auckland,1,1,-36.88092775,174.7242386
21,Thu,Theft and Related Offences,527100.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Albert Central.,21,Auckland Region,Auckland.,1/12/2022,527100.0,Auckland Region,Auckland,1,1,-36.88092775,174.7242386
10,Mon,Theft and Related Offences,527100.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Albert Central.,10,Auckland Region,Auckland.,1/12/2022,527100.0,Auckland Region,Auckland,1,1,-36.88092775,174.7242386
5,Wed,Theft and Related Offences,527100.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Albert Central.,5,Auckland Region,Auckland.,1/12/2022,527100.0,Auckland Region,Auckland,1,1,-36.88092775,174.7242386
8,Wed,Theft and Related Offences,527100.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Albert Central.,8,Auckland Region,Auckland.,1/12/2022,527100.0,Auckland Region,Auckland,2,2,-36.88092775,174.7242386
16,Sat,Theft and Related Offences,434403.0,Theft of Motor Vehicle Parts or Contents,Auckland Central West.,16,Auckland Region,Auckland.,1/12/2022,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
9,Thu,Theft and Related Offences,434403.0,Theft of Motor Vehicle Parts or Contents,Auckland Central West.,9,Auckland Region,Auckland.,1/01/2023,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
0,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",434403.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland Central West.,0,Auckland Region,Auckland.,1/12/2022,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
3,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",434403.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland Central West.,3,Auckland Region,Auckland.,1/01/2023,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
10,Mon,Theft and Related Offences,434403.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,10,Auckland Region,Auckland.,1/12/2022,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
3,Tue,Theft and Related Offences,434403.0,Illegal Use of Property (Except Motor Vehicles),Auckland Central West.,3,Auckland Region,Auckland.,1/01/2023,434403.0,Auckland Region,Auckland,1,1,-36.85251257,174.7571203
16,Tue,Acts Intended to Cause Injury,231001.0,Serious Assault Not Resulting in Injury,Fairdene.,16,Auckland Region,Auckland.,1/01/2023,231001.0,Auckland Region,Auckland,1,1,-36.87015753,174.630321
10,Thu,Theft and Related Offences,231001.0,"Theft (Except Motor Vehicles), N.E.C.",Fairdene.,10,Auckland Region,Auckland.,1/01/2023,231001.0,Auckland Region,Auckland,1,1,-36.87015753,174.630321
16,Thu,Theft and Related Offences,231001.0,"Theft (Except Motor Vehicles), N.E.C.",Fairdene.,16,Auckland Region,Auckland.,1/12/2022,231001.0,Auckland Region,Auckland,1,1,-36.87015753,174.630321
10,Sat,Theft and Related Offences,385803.0,"Theft (Except Motor Vehicles), N.E.C.",Waterview.,10,Auckland Region,Auckland.,1/12/2022,385803.0,Auckland Region,Auckland,1,1,-36.87569355,174.7047367
13,Thu,Theft and Related Offences,385803.0,Theft of Motor Vehicle Parts or Contents,Waterview.,13,Auckland Region,Auckland.,1/12/2022,385803.0,Auckland Region,Auckland,1,1,-36.87569355,174.7047367
17,Wed,Theft and Related Offences,385803.0,"Theft (Except Motor Vehicles), N.E.C.",Waterview.,17,Auckland Region,Auckland.,1/12/2022,385803.0,Auckland Region,Auckland,1,1,-36.87569355,174.7047367
15,Tue,Acts Intended to Cause Injury,257100.0,Serious Assault Resulting in Injury,Mcleod.,15,Auckland Region,Auckland.,1/12/2022,257100.0,Auckland Region,Auckland,1,1,-36.87192191,174.6374521
16,Sat,Theft and Related Offences,525000.0,Theft of Motor Vehicle Parts or Contents,Mt Albert Central.,16,Auckland Region,Auckland.,1/12/2022,525000.0,Auckland Region,Auckland,1,1,-36.874624,174.7181386
19,Tue,Acts Intended to Cause Injury,225600.0,Serious Assault Resulting in Injury,Royal Road West.,19,Auckland Region,Auckland.,1/12/2022,225600.0,Auckland Region,Auckland,1,1,-36.83546614,174.6172172
15,Sun,Theft and Related Offences,178402.0,Theft From Retail Premises,Albany.,15,Auckland Region,Auckland.,1/01/2023,178402.0,Auckland Region,Auckland,1,1,-36.71994826,174.6877488
1,Tue,Theft and Related Offences,178402.0,"Theft (Except Motor Vehicles), N.E.C.",Albany.,1,Auckland Region,Auckland.,1/01/2023,178402.0,Auckland Region,Auckland,1,1,-36.71994826,174.6877488
20,Tue,Acts Intended to Cause Injury,242200.0,Serious Assault Resulting in Injury,Henderson South.,20,Auckland Region,Auckland.,1/01/2023,242200.0,Auckland Region,Auckland,1,1,-36.8892189,174.6182585
21,Tue,Acts Intended to Cause Injury,242200.0,Serious Assault Not Resulting in Injury,Henderson South.,21,Auckland Region,Auckland.,1/01/2023,242200.0,Auckland Region,Auckland,1,1,-36.8892189,174.6182585
6,Tue,Acts Intended to Cause Injury,235904.0,Serious Assault Not Resulting in Injury,Ranui Domain.,6,Auckland Region,Auckland.,1/12/2022,235904.0,Auckland Region,Auckland,1,1,-36.86411964,174.6064451
11,Sat,Theft and Related Offences,286701.0,"Theft (Except Motor Vehicles), N.E.C.",Glen Eden East.,11,Auckland Region,Auckland.,1/12/2022,286701.0,Auckland Region,Auckland,1,1,-36.91203138,174.6549735
2,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",286701.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Glen Eden East.,2,Auckland Region,Auckland.,1/01/2023,286701.0,Auckland Region,Auckland,1,1,-36.91203138,174.6549735
15,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",286701.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Glen Eden East.,15,Auckland Region,Auckland.,1/12/2022,286701.0,Auckland Region,Auckland,1,1,-36.91203138,174.6549735
11,Sat,Theft and Related Offences,558800.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Eden South.,11,Auckland Region,Auckland.,1/12/2022,558800.0,Auckland Region,Auckland,1,1,-36.89887435,174.7547232
17,Tue,Theft and Related Offences,558800.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Eden South.,17,Auckland Region,Auckland.,1/01/2023,558800.0,Auckland Region,Auckland,1,1,-36.89887435,174.7547232
11,Sat,Theft and Related Offences,430400.0,"Theft (Except Motor Vehicles), N.E.C.",Ponsonby East.,11,Auckland Region,Auckland.,1/12/2022,430400.0,Auckland Region,Auckland,1,1,-36.85095103,174.7431241
19,Sat,Theft and Related Offences,569700.0,Theft of Motor Vehicle Parts or Contents,Hillsborough West.,19,Auckland Region,Auckland.,1/12/2022,569700.0,Auckland Region,Auckland,1,1,-36.91369873,174.7488689
16,Tue,Acts Intended to Cause Injury,138900.0,Serious Assault Not Resulting in Injury,Cape Rodney South.,16,Auckland Region,Auckland.,1/12/2022,138900.0,Auckland Region,Auckland,2,2,-36.34655622,174.646796
2,Sat,Theft and Related Offences,785000.0,Theft of Motor Vehicle Parts or Contents,Otahuhu West.,2,Auckland Region,Auckland.,1/12/2022,785000.0,Auckland Region,Auckland,1,1,-36.95047107,174.8388487
19,Tue,Acts Intended to Cause Injury,211004.0,Serious Assault Not Resulting in Injury,Parakai Rural.,19,Auckland Region,Auckland.,1/12/2022,211004.0,Auckland Region,Auckland,2,2,-36.67063272,174.3966389
2,Sat,Theft and Related Offences,426200.0,Theft of Motor Vehicle Parts or Contents,Ponsonby West.,2,Auckland Region,Auckland.,1/12/2022,426200.0,Auckland Region,Auckland,1,1,-36.8496617,174.7270711
9,Fri,Theft and Related Offences,648400.0,Theft From Retail Premises,Howick Central.,9,Auckland Region,Auckland.,1/12/2022,648400.0,Auckland Region,Auckland,1,1,-36.90396142,174.9250853
19,Sat,Theft and Related Offences,648400.0,Theft From Retail Premises,Howick Central.,19,Auckland Region,Auckland.,1/01/2023,648400.0,Auckland Region,Auckland,1,1,-36.90396142,174.9250853
11,Sat,Theft and Related Offences,648400.0,Theft From Retail Premises,Howick Central.,11,Auckland Region,Auckland.,1/12/2022,648400.0,Auckland Region,Auckland,1,1,-36.90396142,174.9250853
16,Thu,Theft and Related Offences,648400.0,Theft From Retail Premises,Howick Central.,16,Auckland Region,Auckland.,1/12/2022,648400.0,Auckland Region,Auckland,1,1,-36.90396142,174.9250853
14,Tue,Theft and Related Offences,648400.0,Theft From Retail Premises,Howick Central.,14,Auckland Region,Auckland.,1/12/2022,648400.0,Auckland Region,Auckland,1,1,-36.90396142,174.9250853
9,Tue,Acts Intended to Cause Injury,226903.0,Common Assault,Birdwood East.,9,Auckland Region,Auckland.,1/12/2022,226903.0,Auckland Region,Auckland,3,3,-36.85737278,174.6079187
20,Sun,"Unlawful Entry With Intent/Burglary, Break and Enter",226903.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Birdwood East.,20,Auckland Region,Auckland.,1/01/2023,226903.0,Auckland Region,Auckland,1,1,-36.85737278,174.6079187
21,Sat,Theft and Related Offences,550200.0,Theft of Motor Vehicle Parts or Contents,Mt Eden East.,21,Auckland Region,Auckland.,1/12/2022,550200.0,Auckland Region,Auckland,1,1,-36.88235904,174.7641545
22,Wed,Acts Intended to Cause Injury,800600.0,Common Assault,Papakura South.,22,Auckland Region,Auckland.,1/01/2023,800600.0,Auckland Region,Auckland,1,1,-37.06715297,174.9544126
22,Wed,Acts Intended to Cause Injury,800600.0,Serious Assault Resulting in Injury,Papakura South.,22,Auckland Region,Auckland.,1/01/2023,800600.0,Auckland Region,Auckland,1,1,-37.06715297,174.9544126
18,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",800600.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Papakura South.,18,Auckland Region,Auckland.,1/12/2022,800600.0,Auckland Region,Auckland,1,1,-37.06715297,174.9544126
17,Fri,Acts Intended to Cause Injury,800600.0,Serious Assault Not Resulting in Injury,Papakura South.,17,Auckland Region,Auckland.,1/01/2023,800600.0,Auckland Region,Auckland,1,1,-37.06715297,174.9544126
